,0
155,"
February 15, 2017 at 6:51 LOW avalanche danger early this morning will increase to MODERATE danger for all elevations as daytime warming progresses. Wet loose avalanches are possible today. Timing of travel in or below sun exposed avalanche terrain is important.
"
156,"
February 14, 2017 at 6:43 LOW avalanche danger exists for all elevations. Minor wet loose avalanche activity could occur again today in response to daytime warming. Normal caution is advised.
"
157,"
February 1, 2017 at 6:57 LOW avalanche danger continues today for all elevations. Isolated areas of instability may exist. Normal caution is advised. Avalanche danger is expected to increase Thursday morning.
"
158,"
January 31, 2017 at 6:49 LOW avalanche danger continues for all elevations. Isolated areas of instability may exist. Use normal caution while traveling in the backcountry by utilizing the accepted best practice travel techniques for travel in or below avalanche terrain.
"
159,"
January 30, 2017 at 6:59 LOW avalanche danger exists at all elevations, but some unstable snow may still linger on isolated terrain features. Evaluate the terrain and snowpack while traveling in the backcountry to identify where these isolated areas of unstable snow may still exist. Use normal caution when traveling in the backcountry.
"
160,"
January 29, 2017 at 6:59 LOW avalanche danger exists at all elevations. LOW danger does not mean no danger and unstable snow may still linger on isolated terrain features. Small avalanches could still occur in isolated or extreme terrain. Evaluate the terrain and snowpack while traveling in the backcountry to identify where these isolated areas of unstable snow may still exist.
"
161,"
January 18, 2017 at 6:56 LOW avalanche danger continues through the morning hours today. Following the onset of precipitation, MODERATE avalanche danger will exist at all elevations on slopes 35 degrees and steeper. Avalanche danger will further increasing to CONSIDERABLE danger during the evening and overnight hours at all elevations on slopes 30 degrees and steeper. Expect new wind slabs and storm slabs to form during the afternoon and overnight hours. Natural avalanches are possible tonight.
"
162,"
January 17, 2017 at 6:45 LOW avalanche danger exists for all elevations. Avalanche activity is unlikely, not impossible. Isolated areas of unstable snow may exist. Normal caution is advised.
"
163,"
January 16, 2017 at 6:59 LOW avalanche danger exists at all elevations. While triggering an avalanche has become unlikely, some unstable snow may still exist on isolated terrain features and small avalanches could still occur in isolated or extreme terrain. Continue to evaluate the terrain and snowpack while traveling in the backcountry to identify where these isolated areas of unstable snow may still exist.
"
164,"
January 15, 2017 at 6:58 The avalanche danger has decreased to LOW. Low avalanche danger does not mean no avalanche danger. Unstable snow may still exist on isolated terrain features and small avalanches could still occur in isolated or extreme terrain. Continue to evaluate the terrain and snowpack while traveling in the backcountry to identify where these isolated areas of unstable snow may still exist and avoid those slopes.
"
165,"
December 21, 2016 at 6:47 LOW avalanche danger exists for all elevations. Isolated old wind slabs may linger in near and above treeline terrain. Normal caution is advised.
"
166,"
December 7, 2016 at 6:52 LOW avalanche danger will continue through the day today. Normal caution is advised. Avalanche danger will begin to increase tonight following the onset of snowfall as new wind slabs begin to form in lee areas.
"
167,"
December 6, 2016 at 6:40 LOW avalanche danger continues for all elevations and aspects. Isolated areas of instability are not impossible. Normal caution is advised. Early season conditions exist with numerous shallow buried and exposed obstacles in most areas.
"
168,"
December 5, 2016 at 6:45 LOW avalanche danger exists on all aspects and elevations. LOW danger does not mean ""no danger"" and small unlikely but not impossible avalanches could still occur in isolated areas or extreme terrain. Practice safe backcountry travel habits like moving one at a time from safe zone to safe zone while traveling through avalanche terrain. Early season conditions exist with numerous exposed and shallowly buried obstacles in most areas.
"
169,"
December 4, 2016 at 6:48 LOW avalanche danger exists on all aspects and elevations. LOW danger does not mean ""no danger"" and small avalanches could still occur in isolated areas or extreme terrain. Practice safe backcountry travel habits like moving one at a time from safe zone to safe zone to reduce your risk while traveling through avalanche terrain. Early season conditions exist with numerous exposed and shallowly buried obstacles in most areas.
"
170,"
December 3, 2016 at 6:58 The avalanche danger remains LOW for all aspects and elevations. LOW danger does not mean ""no danger"" and small avalanches could still occur in isolated areas or extreme terrain. Practice safe backcountry travel habits like moving one at a time from safe zone to safe zone to reduce your risk while traveling through avalanche terrain. Early season conditions exist with numerous exposed and shallowly buried obstacles in most areas.
"
171,"
November 30, 2016 at 6:41 Avalanche danger is LOW for all elevations and aspects. A low likelihood, high consequence persistent slab avalanche problem remains on N aspects both above and below treeline in specific areas. Very isolated wind slabs may linger on any aspect in near and above treeline terrain.
Normal caution is advised for managing the wind slab problem. Extra caution and conservative terrain choices are advised for managing the persistent slab problem.
"
172,"
April 17, 2016 at 6:28 Early this morning, avalanche danger is LOW for all elevations and aspects. Areas of MODERATE avalanche danger will form on slopes 35 degrees and steeper on all aspects at all elevations as loose wet avalanche problems develop in response to rapid daytime warming.
"
173,"
April 16, 2016 at 6:40 Early this morning, avalanche danger is LOW for all elevations and aspects. Areas of MODERATE avalanche danger will form at all elevations and on all aspects on slopes 35 degrees and steeper as loose wet avalanche problems develop in response to daytime warming.
"
174,"
April 13, 2016 at 7:03 LOW avalanche danger exists this morning. Some slopes steeper than 35 degrees on the E-SE-S-SW-W aspects may see enough sunshine and warming for the avalanche danger to increase to MODERATE due to the possibility of loose wet avalanches. Loose wet activity may also become possible on some NW-N-NE aspects in near and below treeline terrain if the sun hits those slopes. If more cloud cover persists today, loose wet snow will remain more isolated since less melting will occur.
 
"
175,"
April 6, 2016 at 6:58 After a short window of LOW danger early this morning, MODERATE danger will form on slopes steeper than 35 degrees on all aspects and elevations starting in the mid morning hours with the most sun-exposed aspects and progressing to other aspects during the day. Loose wet avalanches large enough to threaten backcountry travelers will be possible again today. Evaluate snow and terrain carefully. Identify and avoid the areas where wet snow deep enough for loose wet avalanches exists. 
"
176,"
April 5, 2016 at 6:42 Early this morning LOW avalanche danger exists for all elevations and aspects. Starting during the mid to late morning hours and progressing through the rest of the day, MODERATE avalanche danger will form on all aspects and elevations on slopes 35 degrees and steeper due to potential wet snow avalanches. It is best to avoid travel in avalanche terrain during the afternoon hours.
"
177,"
April 3, 2016 at 6:45 Very early this morning while the snow surface remains frozen, LOW avalanche danger exists for all elevations and aspects. Areas of MODERATE avalanche danger will form quickly in response to snow surface melt as the morning progresses. Starting during the mid to late morning hours, human triggered loose wet avalanche activity will become possible on all aspects at all elevations on slopes 35 degrees and steeper.
"
178,"
March 28, 2016 at 6:58 Snowfall amounts and avalanche danger will vary greatly around the forecast area today. Adjust terrain choices and route selection according to localized conditions. Near and above treeline on NW-N-NE-E-SE-S aspects on slopes 35 degrees and steeper, avalanche danger could range from LOW danger to CONSIDERABLE danger based on the size of newly formed wind slabs. Below treeline, avalanche danger could range from LOW danger to MODERATE danger on all aspects on slopes 35 degrees and steeper based on snowfall.
"
179,"
March 27, 2016 at 6:45 Early this morning, LOW avalanche danger exists for all elevations and aspects. Areas of MODERATE avalanche danger are expected to form in response to daytime warming on E-SE-S-SW-W aspects at all elevations and on NW-N-NE aspects below 8,000' to 8,500'. Loose wet avalanches are possible today. Avalanche size could be large enough to bury a person, especially if a terrain trap is involved.
"
180,"
March 25, 2016 at 6:51 LOW avalanche danger exists this morning, but MODERATE avalanche danger will form on sun-exposed E-SE-S-SW-W aspects steeper than 35 degrees at all elevations as last night's refreeze melts. Loose wet avalanches will become possible due to daytime warming today. Enough warming may also occur on the low elevation NW-N-NE aspects for some loose wet activity as well. Some loose wet snow avalanches could entrain enough snow to pose a threat to backcountry travelers especially in areas where terrain traps exist.
"
181,"
March 4, 2016 at 7:01 Increased cloud cover and winds combined with cooler daytime highs should keep the avalanche danger LOW for all elevations and aspects today. Some small loose wet snow instabilities may still form on isolated terrain features on slopes that receive rain today. Use normal caution in the backcountry. 
As a series of storms starts impacting the forecast area this afternoon and evening, the avalanche danger will increase quickly and avalanche problems like wind slabs and storm slabs will begin to form. 
"
182,"
March 3, 2016 at 6:57 The avalanche danger will remain LOW today. As the day warms up, some small loose wet snow instabilities may still form on isolated terrain features below 8500 ft. on sun-exposed aspects, on slopes where wet snow exists on top of drier snow, or on slopes that receive rain today. Use normal caution when traveling in the backcountry. 
"
183,"
February 29, 2016 at 6:51Early this morning, avalanche danger is LOW for all elevations and aspects. Areas of MODERATE avalanche danger are expected to form in response to daytime warming at all elevations on E-SE-S-SW-W aspects on slopes 35 degrees and steeper due to the possibility of loose wet avalanches. Isolated areas of loose wet instability may form on NW-N-NE aspects as well.
"
184,"
February 28, 2016 at 6:53Early this morning, LOW avalanche danger exists for all elevations and aspects. Areas of MODERATE avalanche danger are exected to form at all elevations on SE-S-SW aspects on slopes 35 degrees and steeper in response to daytime warming. Isolated areas of loose wet instability may occur on W-NW-N-NE-E aspects as well.
"
185,"
February 27, 2016 at 7:00 The avalanche danger should remain LOW today due to increased cloud cover and winds, slightly cooler temperatures, and a prolonged melt-freeze cycle. Some small loose wet avalanches could still form on isolated terrain features on any aspect where wet snow exists. If the forecasted cloud cover does not materialize, the avalanche danger could rise to MODERATE on sun exposed slopes at all elevations due to loose wet avalanche issues.
"
186,"
February 26, 2016 at 7:01 This morning the avalanche danger remains LOW for all elevations and aspects. MODERATE avalanche danger will form on E-SE-S-SW-W aspects steeper than 35 degrees as human triggered loose wet avalanches become possible. Some small isolated wet snow instabilities may also form on northerly aspects. Most loose wet snow instabilities should remain small today but some could be large enough to pose a danger to backcountry travelers especially on slopes that receive direct sun and less wind today. 
"
187,"
February 25, 2016 at 7:37 This morning LOW avalanche danger exists on all elevations and aspects. MODERATE avalanche danger will form on E-SE-S-SW-W aspects steeper than 35 degrees as human triggered loose wet avalanches become possible due to daytime warming. Small roller balls, pinwheels, and loose wet point releases will represent the majority of the loose wet instabilities today but some of them could be large enough to pose a danger to backcountry travelers. 
"
188,"
February 22, 2016 at 6:45 Early this morning, LOW avalanche danger exists for all elevations and aspects. Small wind slabs may form today near and above treeline on SE-S-SW-W-NW aspects. Areas of MODERATE avalanche danger may form in response to daytime warming mainly on E-SE-S-SW-W aspects on slopes 35 degrees and steeper due to the possibility of loose wet avalanches. Isolated loose wet instability may occur in some areas on NW-N-NE aspects as well.
"
189,"
February 21, 2016 at 6:46 Early this morning, LOW avalanche danger exists for all elevations and aspects. Areas of MODERATE avalanche danger will form in response to daytime warming mainly on E-SE-S-SW-W aspects on slopes 35 degrees and steeper due to the possibility of loose wet avalanches. Isolated loose wet instability may occur in some areas on NW-N-NE aspects as well.
"
190,"
February 15, 2016 at 6:49 LOW avalanche danger continues for all elevations and aspects. Isolated human triggered loose wet avalanches may occur this afternoon on E-SE-S-SW aspects on slopes 37 degrees and steeper. Normal caution is advised.
"
191,"
February 14, 2016 at 6:48 LOW avalanche danger continues for all elevations and aspects. Human triggered loose wet avalanches may occur this afternoon in isolated areas on E-SE-S-SW aspects on slopes 37 degrees and steeper. Normal caution is advised.
"
192,"
February 13, 2016 at 6:47 LOW avalanche danger is expected today for all elevations and aspects. Human triggered loose wet avalanches could still occur in isolated areas this afternoon on E-SE-S-SW aspects on slopes 37 degrees and steeper. Normal caution is advised.
"
193,"
February 12, 2016 at 6:40 LOW avalanche danger exists this morning while the snowpack remains frozen. As the day warms up and last night's refreeze melts, pockets of MODERATE danger will quickly form slopes steeper than 35 degrees on E-SE-S-SW aspects due to the possibility of loose wet avalanches. Small human triggered roller balls, pinwheels, and point-releases should comprise most of the loose wet activity, but some loose wet avalanches could involve enough snow to cause problems for backcountry travelers. 
"
194,"
February 11, 2016 at 6:58 This morning the avalanche danger is LOW. As the day warms up, pockets of MODERATE danger will quickly form on E-SE-S-SW aspects due to the possibility of loose wet avalanches. Some small loose wet issues may form on near and below treeline N-NE aspects in isolated or extreme terrain. Small human triggered roller balls, pinwheels, and point-releases should comprise most of the loose wet activity, but some loose wet avalanches could involve enough snow to cause problems for backcountry travelers. 
"
195,"
February 8, 2016 at 6:46 Early this morning, LOW avalanche danger exists for all elevations and aspects. Pockets of MODERATE avalanche danger will form quickly in response to daytime warming on E-SE-S-SW aspects at all elevations on slopes 35 degrees and steeper. On W-NW-N-NE aspects, avalanche danger will remain LOW. Isolated wind slabs may exist above treeline on S-SW-W-NW-N aspects, but are not expected to be a widespread avalanche problem today.
"
196,"
February 7, 2016 at 6:50 Early this morning, LOW avalanche danger exists for all elevations and aspects. Pockets of MODERATE avalanche danger will form quickly in response to daytime warming on SE-S-SW aspects at all elevations on slopes 35 degrees and steeper. On W-NW-N-NE-E aspects, avalanche danger will remain LOW with small, isolated human triggered loose wet avalanche activity unlikely but not impossible below 8,000' on slopes 35 degrees and steeper.
"
197,"
February 6, 2016 at 6:56 LOW avalanche danger exists this morning. As the day warms up, some pockets of MODERATE danger may form on sun-exposed SE-S-SW aspects steeper than 35 degrees up to 9500 ft. due to the possibility of some small loose wet snow instabilities like pinwheels, roller-balls, and point release avalanches. Most of these loose wet snow instabilities should remain small and isolated, but a few could entrain enough snow to create issues for backcountry travelers on slopes that experience the most warming. 
"
198,"
February 5, 2016 at 6:56 This morning the avalanche danger is LOW on all aspects and elevations. Some pockets of MODERATE avalanche danger may form below 9000 ft. on sun-exposed SE-S-SW aspects steeper than 35 degrees as the day warms up, and some small loose wet snow instabilities become possible. The amount of warming that actually occurs today will dictate how widespread these possible wet snow instabilities may be. 
"
199,"
January 28, 2016 at 7:00 LOW avalanche danger exists on all elevations and aspects today. Some unstable snow could exist on isolated terrain features. As the next storm impacts the region tonight and tomorrow expect the avalanche danger to increase quickly.
"
200,"
January 4, 2016 at 6:56 For most of today, LOW avalanche danger is expected to continue for all elevations and aspects. Minor wind slabs not large enough to bury or injure a person remain an issue near and above treeline on NW-N-NE aspects. As additional snowfall accumulates, wind slab size will increase and avalanche danger is expected to increase to MODERATE danger sometime late today or tonight with a further increase in avalanche danger expected during the day tomorrow.
"
201,"
January 3, 2016 at 6:56 LOW avalanche danger continues for all elevations and aspects. Small wind slabs are a lingering issue today near and above treeline on NW-N-NE aspects. These wind slabs might remain sensitive to human triggering in isolated areas. Avalanche size is expected to remain too small to bury a person unless highly defined terrain traps are involved. Normal caution is advised.
	 
"
202,"
January 2, 2016 at 7:00 The avalanche danger remains LOW on all aspects and elevations. While avalanches remain unlikely, some unstable snow could linger on isolated terrain features. Small isolated avalanches can still have consequences depending on the terrain where they occur. Continue to use normal caution when traveling in the backcountry.
"
203,"
December 28, 2015 at 6:42 LOW avalanche danger exists for all elevations and aspects. Isolated areas of instability may exist. Normal caution is advised.
"
204,"
December 18, 2015 at 6:57 The avalanche danger will remain LOW for all elevations and aspects today. LOW avalanche danger means that while avalanche activity may be unlikely, it is not impossible. Unstable snow in the form of small isolated persistent slabs could still exist on isolated terrain features especially in complex or extreme terrain or on pockets of sheltered NW-N-NE aspects. The avalanche danger will increase tonight and tomorrow as another winter storm impacts the region.
"
205,"
December 17, 2015 at 7:00 The avalanche danger has decreased to LOW for all elevations and aspects. LOW avalanche danger means that while avalanche activity may be unlikely, it is not impossible. Unstable snow in the form of small isolated wind slabs or persistent slabs could still exist on isolated terrain features especially in complex or extreme terrain.
"
206,"
December 7, 2015 at 6:41 LOW avalanche danger continues for all elevations and aspects. Small isolated pockets of unstable snow may exist. Normal caution is advised. It is still early season with generally shallow snow coverage and numerous poorly covered obstacles to hit.
"
207,"
December 6, 2015 at 6:59 LOW avalanche danger continues for all elevations and aspects. Small isolated pockets of unstable snow may exist. Normal caution is advised. It is still early season with generally shallow snow coverage and numerous poorly covered obstacles to hit.
"
208,"
December 5, 2015 at 6:53 Avalanche danger is LOW for all elevations and aspects. Small isolated pockets of instability may linger both above and below treeline due to recently formed wind slabs and storm slabs. Normal caution is advised. Travel one at a time while in or below avalanche terrain. Avoid grouping up in marginal islands of safely or in avalanche run out zones. Maintain situational awareness and recognize the boundaries of avalanche terrain while on the fly.
	 
"
209,"
December 3, 2015 at 6:55 LOW avalanche danger will persist on all aspects and elevations during the day today. Some unstable snow could still exist on isolated terrain features due to the presence of lingering persistent weak layers. The avalanche danger will increase quickly tonight and rise to CONSIDERABLE as new wind slabs and some small storm slabs form overnight. These avalanche problems mean that careful snowpack evaluation, cautious route-finding and conservative decision-making will be essential tomorrow (and tonight).
"
210,"
December 2, 2015 at 7:01 The avalanche danger remains LOW on all aspects and elevations. Avalanches remain unlikely but not impossible. Some unstable snow could still exist on isolated terrain features due to the presence of lingering persistent weak layers. The shallow snowpack means that numerous rocks, stumps, logs and other hazards remain exposed or barely covered. 
"
211,"
December 1, 2015 at 6:55 LOW avalanche danger continues for all elevations and aspects. The potential exists for the unlikely triggering of small avalanches in isolated areas. Continue to use accepted best practice travel techniques while traveling in or below avalanche terrain. It is still early season and the snowpack is relatively shallow. Numerous barely covered rocks, stumps, logs, and other hazards exist.
"
212,"
November 30, 2015 at 6:45 LOW avalanche danger continues for all elevations and aspects. The potential exists for the unlikely triggering of small avalanches in isolated areas. Continue to use accepted best practice travel techniques while traveling in or below avalanche terrain. Keep exposure limited to one person at a time and avoid grouping in avalanche run out zones.
"
213,"
November 29, 2015 at 6:54 LOW avalanche danger continues for all elevations and aspects. The potential exists for the unlikely triggering of small avalanches in isolated areas. Continue to use accepted best practice travel techniques while traveling in or below avalanche terrain. Keep exposure limited to one person at a time and avoid grouping in avalanche run out zones.
"
214,"
November 28, 2015 at 6:45 LOW avalanche danger exists for all elevations and aspects. Small avalanches in isolated areas are quite possible given the current snowpack structure. Triggering is unlikely, but far from impossible. This fits the definition of LOW avalanche danger. It is a myth that LOW danger equals no danger. Exercise best practice backcountry travel techniques and manage terrain wisely.
"
215,"
November 23, 2015 at 6:55 Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. Expect increased avalanche danger Tuesday/Wednesday as a well advertised storm impacts the region.
"
216,"
November 22, 2015 at 6:54 Avalanche danger remains LOW for all elevations and aspects. Small isolated pockets of instability may linger in complex or extreme terrain. Normal caution such as one at a time travel and avoiding grouping up while in or below avalanche terrain is advised.
"
217,"
November 21, 2015 at 6:56 Avalanche danger remains LOW for all elevations and aspects. Triggering is unlikely but certainly not impossible given the current snowpack layering. Per the definition of LOW danger from the North American avalanche danger scale, small avalanches may still occur in isolated areas or extreme terrain during LOW danger. Use caution and watch for unstable snow on isolated terrain features when traveling in the backcountry. Shallow snow cover over rocks, stumps,and logs remains a significant hazard.
"
218,"
November 20, 2015 at 6:24 The avalanche danger remains LOW on on all aspects and elevations. While avalanches have become unlikely, they are not impossible. Small avalanches can still occur in isolated areas or extreme terrain during LOW danger. Continue to use caution and watch for unstable snow on isolated terrain features when traveling in the backcountry. It early season and numerous hard immovable objects remain exposed or just barely covered. 
"
219,"
November 19, 2015 at 6:51 The avalanche danger remains LOW on on all aspects and elevations. While avalanches have become unlikely, they are not impossible. Small avalanches can still occur in isolated areas or extreme terrain during LOW danger. Continue to use caution and watch for unstable snow on isolated terrain features when traveling in the backcountry.
It early season and numerous exposed or barely covered season-ending obstacles exist. While the avalanche danger has decreased, these hazards remain.
"
220,"
November 18, 2015 at 6:50 LOW avalanche danger exists on on all aspects and elevations. LOW danger means that avalanches are unlikely, not impossible. Some unstable snow may still exist on isolated terrain features especially in complex or extreme terrain where the recent N-NE winds did not scour away previous wind slabs. Continue to use caution when travelling in the backcountry.
It early season and numerous exposed or barely covered season-ending obstacles exist. While the avalanche danger has decreased, these hazards remain.
"
221,"
November 15, 2015 at 7:01 Early this morning, avalanche danger remains LOW for all elevations and aspects. Following the onset of snowfall, avalanche danger is expected to increase to CONSIDERABLE during the afternoon hours. Wind slabs and storms slabs are expected as the main avalanche problems.  Especially in areas that held snowcover prior to today's snowfall, natural and human triggered avalanches will be possible on slopes 35 degrees and steeper. The areas of greatest instability area expected near and above treeline on NW-N-NE-E aspects.
"
222,"
November 14, 2015 at 6:59 Avalanche danger is LOW for all elevations and aspects. The possibility of lingering wind slabs remains in near and above treeline terrain. Shallow snow cover and rocks remain a significant hazard. On Sunday, a significant increase in avalanche danger is expected to occur as new snow accumulates across the forecast area.
"
223,"
March 29, 2015 at 6:42Avalanche danger should remain LOW for all elevations and aspects again today. Some small loose wet snow instabilities could still occur on some steep slopes today on any aspect where snow cover still exists. Sunny E aspects represent the most likely places to find wet snow. While loose wet snow instabilities should remain minor inconveniences in most places, they could become more problematic near terrain traps (like cliffs) where the terrain can magnify the consequences of any size avalanche.
"
224,"
March 28, 2015 at 6:58Avalanche danger should remain LOW for all elevations and aspects today. Some small loose wet snow instabilities could still occur on some steep slopes today on any aspect where snow cover still exists. While these loose wet snow instabilities should remain minor inconveniences in most places, they could become more problematic near terrain traps (like cliffs) where the terrain can magnify the consequences of any size avalanche.
"
225,"
March 27, 2015 at 6:48Avalanche danger is LOW for all elevations and aspects. Minor loose wet instabilities are expected during the afternoon hours. Loose wet avalanches large enough to bury or injure a person are unlikely. Normal caution is advised. Sufficient snow cover for avalanche activity on SE-S-SW-W aspects exists only in isolated portions of the forecast area. Much deeper, continuous snow cover exists on NW-N-NE-E aspects.
"
226,"
March 26, 2015 at 6:43Avalanche danger is LOW for all elevations and aspects. Minor loose wet instabilities are expected during the afternoon hours. Loose wet avalanches large enough to bury or injure a person are unlikely. Normal caution is advised. Sufficient snow cover for avalanche activity on SE-S-SW-W aspects exists only in isolated portions of the forecast area. Much deeper, continuous snow cover exists on NW-N-NE-E aspects.
"
227,"
March 24, 2015 at 7:00The avalanche danger should remain LOW in most places today. Small human triggerable wind slabs may linger on isolated terrain features on previously wind loaded NW-N-NE-E-SE aspects in near and above treeline terrain. These terrain features could include extreme or complex terrain, wind loaded slopes above cliffs, other unsupported slopes, couliors, and gullies. If enough warming occurs today, some small isolated loose wet snow instabilities may also form.
"
228,"
March 23, 2015 at 6:57The avalanche danger will remain LOW in most places today since snow accumulations remained light. Some pockets of MODERATE avalanche danger may exist on wind loaded NW-N-NE-E-SE aspects 35 degrees and steeper in near and above treeline terrain in areas that received the most new snow. Small human triggered wind slabs may be possible in these areas.
"
229,"
March 22, 2015 at 6:58The avalanche danger should remain LOW for all elevations and aspects today. As new snow and wind arrive over the forecast area tonight and tomorrow the avalanche danger may increase.
"
230,"
March 21, 2015 at 6:47Avalanche danger is LOW for all elevations and aspects. Minor loose wet instabilities are expected during the afternoon hours. Loose wet avalanches large enough to bury or injure a person are unlikely. Normal caution is advised. Sufficient snow cover for avalanche activity on SE-S-SW-W aspects exists only in isolated portions of the forecast area. Much deeper, continuous snow cover exists on NW-N-NE-E aspects.
"
231,"
March 20, 2015 at 6:43Avalanche danger is LOW for all elevations and aspects. Minor loose wet instabilities are expected during the afternoon hours. Loose wet avalanches large enough to bury or injure a person are unlikely. Normal caution is advised. Sufficient snow cover for avalanche activity on SE-S-SW-W aspects exists only in isolated portions of the forecast area. Much deeper, continuous snow cover exists on NW-N-NE-E aspects.
"
232,"
March 19, 2015 at 6:51Avalanche danger is LOW for all elevations and aspects. Minor loose wet instabilities are expected during the afternoon hours. Loose wet avalanches large enough to bury or injure a person are unlikely. Normal caution is advised. Sufficient snow cover for avalanche activity on SE-S-SW-W aspects exists only in isolated portions of the forecast area. Much deeper, continuous snow cover exists on NW-N-NE-E aspects.
"
233,"
March 18, 2015 at 6:43This morning the avalanche danger is LOW due to a solid overnight refreeze. By this afternoon pockets of MODERATE danger could form on isolated SE-S-SW-W aspects that still have snow, sun-exposed E aspects, and slopes on any aspects that actually receive rain today. Daytime warming and a chance of isolated rain showers may allow enough wet snow to form in these areas for small human triggered loose wet avalanches to become possible on slopes 37 degrees and steeper.
"
234,"
March 13, 2015 at 6:39Avalanche danger remains LOW for all elevations and aspects. Small minor loose wet instabilites may form in response to daytime warming. Normal caution is advised.
"
235,"
March 12, 2015 at 6:45Avalanche danger should remain LOW for all elevations and aspects today. Some shallow, small, isolated wind deposits or loose wet snow instabilities that do not entrain enough snow to do much more than knock a person off balance might exist on some isolated terrain features steeper than 35 degrees. Continue to use normal caution when traveling in the backcountry.
"
236,"
March 11, 2015 at 7:00Avalanche danger should remain LOW for all elevations and aspects today since snowfall amounts should remain minimal. Some shallow, small, isolated winds slabs that do not hold enough snow to do much more than knock a person off balance may form on the most heavily wind loaded NW-N-NE-E-SE aspects near ridge lines. Continue to use normal caution when traveling in the backcountry.
"
237,"
March 10, 2015 at 6:56Avalanche danger remains LOW for all elevations and aspects. Some small loose wet snow instabilities could still occur on some steep slopes today on any aspect. Continue to use normal caution when traveling in the backcountry.
"
238,"
March 9, 2015 at 6:43Avalanche danger remains LOW for all elevations and aspects. Small loose wet avalanches remain a possibility in isolated areas on all aspects. Normal caution is advised.
"
239,"
March 8, 2015 at 6:48Avalanche danger remains LOW for all elevations and aspects. Small loose wet avalanches remain possible in isolated areas on all aspects. Normal caution is advised.
"
240,"
March 7, 2015 at 6:52Avalanche danger remains LOW for all elevations and aspects. Small loose wet or loose dry avalanches could occur in isolated areas. Normal caution is advised.
"
241,"
March 6, 2015 at 6:12Avalanche danger remains LOW for all elevations and aspects. LOW danger means avalanche activity remains unlikely but not impossible. Some areas of unstable snow could still exist on isolated terrain features. Some small loose wet snow instabilities may occur on steep sun-exposed slopes today.
"
242,"
March 5, 2015 at 6:37Avalanche danger remains LOW for all elevations and aspects. LOW danger means that areas of unstable snow can still exist on isolated terrain features. Even though human triggered avalanches are unlikely, they are not impossible. Watch for small loose wet snow instabilities on steep sun exposed slopes and isolated larger wet snow instabilities.
"
243,"
March 4, 2015 at 6:50Avalanche danger remains LOW for all elevations and aspects. Remember LOW danger means that areas of unstable snow can still exist on isolated terrain features. Even though human triggered avalanches are unlikely, they are not impossible. Watch for small loose wet snow instabilities on sun exposed slopes and isolated, small, unlikely wind slabs in more extreme terrain.
"
244,"
March 3, 2015 at 6:43Avalanche danger is LOW for all elevations and aspects. Please keep in mind that LOW danger does not mean no danger. Human triggered avalanches are unlikely but certainly not impossible today. Areas of wind slab and loose wet instability are expected in the backcountry today. Normal caution is advised.
"
245,"
February 27, 2015 at 7:00The avalanche danger should remain LOW at all elevations and on all aspects today since only 1 inch of new snow is expected. As new snow and wind impact the forecast area tonight, the avalanche danger will rise quickly. A variety of avalanche problems including wind slabs, storm slabs, and some scattered persistent slabs could become possible by tomorrow. Continue to use normal caution when traveling in the backcountry.
"
246,"
February 26, 2015 at 7:00The avalanche danger should remain LOW at all elevations and on all aspects today. While daytime warming may cause some minor surface softening on sun exposed aspects, it should not create enough wet snow to pose a significant hazard to backcountry travelers. Continue to use normal caution when traveling in the backcountry.
"
247,"
February 25, 2015 at 6:44Avalanche danger remains LOW for all elevations and aspects. Areas of wet surface snow that form today are not expected to pose a significant hazard to backcountry travelers. Normal caution is advised.
"
248,"
February 24, 2015 at 6:37Avalanche danger remains LOW for all elevations and aspects. Very small pockets of wet snow instability may form today in sun exposed areas that received new snow on Feb 22. Normal caution is advised.
"
249,"
February 23, 2015 at 6:45Avalanche danger remains LOW for all elevations and aspects. Very isolated pockets of small shallow wind slab may be found in near and above treeline terrain. Normal caution is advised.
"
250,"
February 22, 2015 at 6:52The avalanche danger should remain LOW at all elevations and on all aspects today. The meager amount of new snowfall expected today should not increase the avalanche hazard unless snow accumulations greatly exceed expectations. Continue to use normal caution when traveling in the backcountry.
"
251,"
February 21, 2015 at 6:57The avalanche danger should remain LOW at all elevations and on all aspects today. Many of the northerly aspects should remain firm and frozen while other sun-exposed aspects should experience some minor surface softening. Continue to use normal caution when traveling in the backcountry.
"
252,"
February 20, 2015 at 6:58The avalanche danger should remain LOW at all elevations and on all aspects today. Many of the northerly aspects should remain firm and frozen while other sun-exposed aspects should experience some surface softening. Continue to use normal caution when traveling in the backcountry.
"
253,"
February 19, 2015 at 6:35Avalanche danger remains LOW for all elevations and aspects.
Normal caution is advised.
"
254,"
February 18, 2015 at 6:33Avalanche danger remains LOW for all elevations and aspects.
Normal caution is advised.
"
255,"
February 17, 2015 at 6:33Avalanche danger remains LOW for all elevations and aspects.
Normal caution is advised.
"
256,"
February 16, 2015 at 6:30Avalanche danger should remain LOW for all elevations and aspects again today. While avalanches are unlikely, a few scattered loose wet avalanches are not impossible on some isolated terrain features. Use normal caution when traveling in the backcountry.
"
