Month,Day,Year,Danger Message
November,25,2023,"There's not quite enough snow for off trail riding and sliding quite yet, but with a foot of new snow, it may be possible to trigger an avalanche  in areas that had pre-existing snowcover. Unstable areas of wind drifted snow may be found in upper elevation, wind exposed terrain but these areas will be difficult to access. We'll be getting out this weekend to see how things have stacked up, and we'll start issuing regular forecasts as conditions warrant."
November,20,2023,"We're back in the office and are gearing up for the 2023-2024 season! We'll start issuing regular forecasts when conditions warrant. For now, you can stay abreast of current conditions with the real time weather links below. Remember, if there's enough snow to ride, there's enough snow to slide! See you all soon."
November,07,2023,"We're back in the office and are gearing up for the 2023-2024 season! We'll start issuing regular forecasts when conditions warrant. For now, you can stay abreast of current conditions with the real time weather links below. Remember, if there's enough snow to ride, there's enough snow to slide! See you all soon."
October,29,2023,"We're back in the office and are gearing up for the 2023-2024 season! We'll start issuing regular forecasts when conditions warrant. For now, you can stay abreast of current conditions with the real time weather links below. Remember, if there's enough snow to ride, there's enough snow to slide! See you all soon."
October,13,2023,"Welcome to the start of the 2023-2024 winter season. 
For now, thanks for checking the forecast, and stay tuned. We’ll issue updates as conditions warrant, with regular forecasts and danger ratings often starting in early December. 
PLEASE REMEMBER - Any time snow on the ground, it’s exciting, and it’s avalanche season. Enough snow to ski or ride means there’s enough snow to slide. Of note was a “day of madness” on November 13, 2011. Read more here and listen to the podcast so we don’t repeat our history."
October,02,2023,"Welcome to the start of the 2023-2024 winter season. Some of the first dusting of snow fell in September, and more snow is falling in some mountains with the start of October. 
For now, thanks for checking the forecast and stay tuned. We'll issue updates as conditions warrant with regular forecasts and danger ratings often starting in early December. 
PLEASE REMEMBER - Any time there is snow on the ground, it's exciting, and it's avalanche season. Enough snow to ski or ride, means there's enough snow to slide. Of note was a ""day of madness"" on November 13, 2011. Read more here and listen to the podcast, so that we don't repeat our history."
April,25,2022,"We're through issuing regular avalanche forecasts for the season but will post condition updates as warranted through the month.
Updated Monday, April 25.
A strong sun and warm temperatures will quickly saturate the recent snow and loose, wet avalanches will be likely as the day heats up. Signs of instability include rollerballs, pinwheels, and small ""point release"" sluffs. Stay off of steep slopes when these signs are present or when the snow becomes wet and sloppy.
Remain on the lookout for unstable slabs of wind drifted snow on the leeward sides of ridge crests and terrain features in upper elevation, wind exposed terrain."
April,24,2022,"We're through issuing regular avalanche forecasts for the season but will post condition updates as warranted through the month.
Updated Sunday, April 24.

The mountains picked up 5"" of new snow on Friday, April 22, accompanied by moderate to strong SW winds. Be on the lookout for fresh deposits of wind drifted snow on the leeward sides of ridge crests and terrain features such as gully walls and sub-ridges. When the sun comes out, the recent, dry, cold snow will quickly become saturated and loose, wet avalanches will be likely. Signs of instability include rollerballs and pinwheels and sloppy wet snow. Stay off of, and out from under steep slopes when these signs are present."
April,18,2022,"We're through issuing regular avalanche forecasts for the season but will post condition updates as warranted through the month. Your primary concern in the spring is loose wet avalanches from daytime heating. Plan to get in and out early befores slopes become wet and sloppy. New snow and wind drifted snow can also cause problems. Use the weather links below to aid in your trip planning, you are your own forecaster now!"
April,17,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. Unstable snow may still exist on isolated terrain features and here are some things to keep in mind:


Loose wet avalanches will be possible as the day heat up. Look for signs of instability such as rollerballs and pinwheels, and get off of steep slopes if they become wet and sloppy.
Unstable slabs of wind drifted snow may exist in upper elevation, wind exposed terrain. Recognizable by their smooth, rounded appearance, they may sound hollow underneath. Look for them on the leeward sides of ridge crests and terrain features such as gully walls and sub ridges.

Practice safe travel techniques and only expose one person to danger at a time. Even a small avalanche can be dangerous in consequential terrain."
April,16,2022,"Most terrain has generally low danger. An isolated or MODERATE danger exists for human triggered avalanches involving wind drifted snow. Unstable slabs of wind drifted snow are most likely to be found on steep, upper elevation slopes facing NW through NE through SE. Recognizable by their smooth, rounded appearance, they may sound hollow underneath. Look for them on the leeward sides of ridge crests and terrain features such as gully walls and sub ridges. 
As temperatures warm today be alert to signs of loose, wet instability such as rollerballs and pinwheels, and stay off of steep slopes if they become wet and sloppy."
April,15,2022,"A MODERATE avalanche danger exists on steep slopes that have recent deposits of wind drifted snow. Unstable drifts are most likely to be found on leeward slopes facing NW through N through SE. Look for fresh drifts on the leeward sides of ridge crests and terrain features such as gully walls and sub ridges. 
As temperatures warm today be alert to signs of loose, wet instability such as rollerballs and pinwheels, and stay off of steep slopes if they become wet and sloppy."
April,14,2022,"A MODERATE avalanche danger exists on steep slopes that have recent deposits of wind drifted snow. Unstable drifts are most likely to be found on leeward slopes facing NW through N through SE. Look for fresh drifts on the leeward sides of ridge crests and terrain features such as gully walls and sub ridges. Triggered wind slabs may run far and fast on underlying slick, hard bed surfaces, and loose snow sluffs in steep terrain are also possible. In these conditions, even small avalanches can be dangerous in consequential terrain."
April,13,2022,"A MODERATE avalanche danger exists on steep slopes that have recent deposits of wind drifted snow. Fresh, unstable drifts are most likely to be found on leeward slopes facing NW through N through SE. Look for fresh drifts on the leeward sides of ridge crests and terrain features such as gully walls and sub ridges. Triggered wind slabs may run far and fast on slick surfaces underneath. You may also encounter some fast running, loose snow sluffs. Utilize slope cuts and test slopes to see how the snow is behaving before committing to steep terrain."
April,12,2022,"A MODERATE avalanche danger exists on steep slopes that have recent deposits of wind drifted snow. Fresh, unstable drifts are most likely to be found on leeward slopes facing NW through N through SE. Look for fresh drifts on the leeward sides of ridge crests and terrain features such as gully walls and sub ridges. Though mostly shallow and manageable, triggered wind slabs may run far and fast on slick surfaces underneath. You may also encounter some fast running, loose snow sluffs. Utilize slope cuts and test slopes to see how the snow is behaving before committing to steep terrain."
April,11,2022,"The avalanche danger is LOW and the snowpack is generally stable. Human triggered avalanches are unlikely but unstable snow may exist on isolated terrain features or in areas of extreme terrain. Expect an increase in danger by tomorrow from blowing and drifting snow. 
The snow will be firm today and slides for life are possible. Consider carrying a tool for self arrest, especially if you are traveling in very steep, consequential terrain."
April,10,2022,"The avalanche danger is LOW and the snowpack is generally stable. Human triggered avalanches are unlikely but unstable snow may exist on isolated terrain features or in areas of extreme terrain. 
The snow will be firm today. Consider carrying a tool for self arrest, especially if you are traveling in very steep, consequential terrain."
April,09,2022,"The avalanche danger starts out LOW this morning but will rise to MODERATE as the day heats up. Be alert to signs of loose, wet instability such as rollerballs and pinwheels, and get off of and out from under steep slopes when they become wet and sloppy."
April,08,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. Unstable snow may still exist on isolated terrain features and here are some things to keep in mind:

Loose wet avalanches will be possible as the day heat up. Look for signs of instability such as rollerballs and pinwheels, and get off of steep slopes if they become wet and sloppy.
Unstable wind slabs may exist in upper elevation, wind exposed terrain. Remain on the lookout for unstable areas of wind drifted snow, especially in consequential terrain.


A persistent weak layer of faceted snow still exists on northerly aspects. This weak layer is largely non-reactive however, it could still pose a threat in areas of extreme terrain right around treeline.
Minimize your risk by continuing to observe safe travel techniques. Maintain terrain awareness and only expose one person to danger at a time."
April,07,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. Unstable snow may still exist on isolated terrain features and here are some things to keep in mind:

A persistent weak layer of faceted snow still exists on northerly aspects. This weak layer is largely non-reactive however, it could still pose a threat in areas of extreme terrain right around treeline.
Unstable wind slabs may exist in upper elevation, wind exposed terrain. Remain on the lookout for unstable areas of wind drifted snow, especially in consequential terrain.


Loose wet avalanches remain possible as the days heat up. Stay off of steep slopes if they become wet and sloppy.
Minimize your risk by continuing to observe safe travel techniques. Maintain terrain awareness and only expose one person to danger at a time."
April,06,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. Unstable snow may still exist on isolated terrain features and here are some things to keep in mind:

A persistent weak layer of faceted snow still exists on northerly aspects. This weak layer is largely non-reactive however, it could still pose a threat in areas of extreme terrain right around treeline.
Unstable wind slabs may exist in upper elevation, wind exposed terrain. Remain on the lookout for unstable areas of wind drifted snow, especially in consequential terrain.


Loose wet avalanches remain possible as the days heat up. Stay off of steep slopes if they become wet and sloppy.
Minimize your risk by continuing to observe safe travel techniques. Maintain terrain awareness and only expose one person to danger at a time."
April,05,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. Unstable snow may still exist on isolated terrain features and here are some things to keep in mind:

A persistent weak layer of faceted snow still exists on northerly aspects. This weak layer is largely non-reactive however, it could still pose a threat in areas of extreme terrain right around treeline.
Unstable wind slabs may exist in upper elevation, wind exposed terrain. Remain on the lookout for unstable areas of wind drifted snow, especially in consequential terrain.


Loose wet avalanches remain possible as the days heat up. Stay off of steep slopes if they become wet and sloppy.
Minimize your risk by continuing to observe safe travel techniques. Maintain terrain awareness and only expose one person to danger at a time."
April,04,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. Unstable snow may still exist on isolated terrain features and here are some things to keep in mind:

A persistent weak layer of faceted snow still exists on northerly aspects. This weak layer is largely non-reactive however, it could still pose a threat in areas of extreme terrain right around treeline.
Isolated, unstable wind slabs may still exist in upper elevation, wind exposed terrain. Remain on the lookout for unstable areas of wind drifted snow, especially in consequential terrain.


Loose wet avalanches remain possible as the days heat up. Stay off of steep slopes if they become wet and sloppy.
Minimize your risk by continuing to observe safe travel techniques. Maintain terrain awareness and only expose one person to danger at a time."
April,03,2022,"The avalanche danger is generally LOW but the La Sals are a big little mountain range comprised of large, complex, radical terrain. As you set your sights on bigger objectives keep the following in mind: 

A persistent weak layer of faceted snow still exists on northerly aspects. Stability tests indicate that this weak layer is largely non-reactive however, it could still pose a threat in areas of extreme terrain right around treeline.


Isolated, unstable wind slabs may still exist in upper elevation, wind exposed terrain. Remain on the lookout for unstable areas of wind drifted snow, especially in consequential terrain.
Minimize your risk by continuing to observe safe travel techniques. Maintain awareness of terrain and only expose one person to danger at a time."
April,02,2022,"We are finally turning the corner toward generally stable snow conditions and most terrain offers LOW danger. An isolated or MODERATE avalanche danger remains in areas of steep, radical terrain on slopes facing NW-N-NE-E. Near treeline, a low probability/high consequence scenario exists for triggering an avalanche 2'-3' deep on a buried persistent weak layer. Above treeline, isolated, unstable wind slabs exist that could carry you over a cliff or rock band. And finally, as the day heats up, be on the lookout for signs of loose, wet instability such as rollerballs, pinwheels, and sloppy wet snow. 
As we turn this corner into greater stability, continue to be mindful of terrain complexities such as steep convexities and blind break overs. Practice safe travel techniques and only expose one person to danger at a time."
April,01,2022,"The snowpack has gained a lot of strength since the big meltdown, and we are finally turning the corner toward stable conditions. An isolated or MODERATE avalanche danger remains on steep slopes facing NW-N-NE-E, where human triggered avalanches failing on a buried persistent weak layer remain possible. This is a low probability, high consequence scenario with the greatest danger existing on steep, complex terrain right around treeline. In addition, mid-week snow and wind formed drifts on all aspects above treeline. Remain on the lookout for unstable drifts on the leeward sides of terrain features such as ridge crests, sub-ridges, and gully walls, particularly in areas of more consequential terrain. Most other terrain has generally LOW danger.
As we turn this corner into greater stability, continue to be mindful of terrain complexities such as steep convexities and blind break overs. Practice safe travel techniques and only expose one person to danger at a time."
March,30,2022,"On steep terrain near and above treeline on slopes that face NW-N-E there is a MODERATE danger for triggering an avalanche on a buried persistent weak layer of faceted snow. Eight inches of new snow and strong, shifting winds have created a MODERATE danger for triggering an avalanche in wind drifted snow on all aspects above treeline. On slopes that face W-S-SE near treeline and below you can enjoy eight inches of new snow and a LOW avalanche danger."
March,28,2022,There is a MODERATE danger for triggering an avalanche failing on a buried persistent weak layer in steep terrain that faces NW-N-NE-E. An avalanche triggered on this layer can be 2-3 feet deep. On sunny slopes facing W-S-E the danger will rise to MODERATE for wet loose avalanches as the day warms up. Be on the lookout for signs of wet activity today.
March,27,2022,"Near record daytime temperatures, and two nights without a re-freeze have created dangerous conditions in the backcountry. 
The avalanche danger will quickly rise to CONSIDERABLE on steep, sun exposed slopes. Natural and human triggered loose, wet avalanches are likely and wet slab releases are possible. 
On slopes facing the north half of the compass, melt water percolating down to the buried persistent weak layer may increase the likelihood for human triggered avalanches 2'-3' deep. A fair amount of uncertainty surrounds this scenario but current conditions make this kind of terrain high risk and low reward. Avalanche terrain should be avoided today."
March,26,2022,"With a strong sun and warming temperatures we'll see the avalanche danger rise to CONSIDERABLE on steep, sun exposed slopes today. Natural and human triggered loose, wet avalanches are likely and wet slab releases are possible. Avoid being on or under steep, sun exposed slopes that are wet and sloppy. 
A MODERATE danger remains for human triggered avalanches failing on a buried persistent weak layer on slopes steeper than 30 degrees that face NW-N-NE-E.  Avalanches failing on this layer will be 2'-3' deep and warm temperatures today may increase the likelihood. Steep terrain right around treeline is the most suspect."
March,25,2022,"Heads up, a dramatic warming event is on tap for the next few days creating the potential for increasingly reactive avalanche conditions!
A MODERATE danger remains for human triggered avalanches failing on a buried persistent weak layer on slopes steeper than 30 degrees that face NW-N-NE-E.  Avalanches failing on this layer will be 2'-3' deep, and warming temperatures over the next few days may increase the likelihood. Continue to temper your ambitions for steep, northerly facing terrain. 
With a strong sun and warming temperatures we'll see a MODERATE danger for loose, wet avalanches on sun exposed slopes. Signs of instability include rollerballs, pinwheels, and sloppy wet snow. Get in and out early, and stay off of, and out from under steep slopes when they start to get wet and sloppy."
March,24,2022,"Heads up, a dramatic warming event is on tap for the next few days creating the potential for increasingly reactive avalanche conditions!
A MODERATE danger remains for human triggered avalanches failing on a buried persistent weak layer on slopes steeper than 30 degrees that face NW-N-NE-E.  Avalanches failing on this layer will be 2'-3' deep, and warming temperatures over the next few days may increase the likelihood. Continue to temper your ambitions for steep, northerly facing terrain. 
With a strong sun and warming temperatures we'll see a MODERATE danger for loose, wet avalanches on sun exposed slopes. Signs of instability include rollerballs, pinwheels, and sloppy wet snow. Get in and out early, and stay off of, and out from under steep slopes when they start to get wet and sloppy."
March,21,2022,"Areas of CONSIDERABLE avalanche danger exist above treeline where strong, gusty, northerly winds will create fresh, unstable drifts on all aspects today. Although S and W facing slopes are the primary deposition zones, crossloading will cause fresh drifts to form on all aspects. Look for them on the leeward sides of ridge crests and terrain features such as gully walls and subridges. Fresh drifts are recognizable by their smooth rounded appearance and cracking is a sign of instability. The danger should decrease with elevation but remain vigilant and avoid steep, wind drifted slopes. 
A ""scary"" MODERATE danger remains for triggering a deadly avalanche 2'-3' deep on a buried persistent weak layer. This weak layer is present on all slopes facing W-N-E and has been responsible for accidents and fatalities throughout the region. These avalanches can be triggered at all elevations but areas of heightened concern are on steep, northerly facing slopes right around treeline. Evaluate snow and terrain carefully and identify features of concern."
March,20,2022,"The avalanche danger is MODERATE but the possibility of triggering a deadly avalanche 2'-3' deep on a buried persistent weak layer remains very real. This weak layer is present on all slopes facing W-N-E. These avalanches can be triggered at all elevations but areas of heightened concern are on steep, northerly facing slopes right around treeline. Evaluate snow and terrain carefully and identify features of concern. 
A MODERATE danger also exists for human triggered avalanches involving recent deposits of wind drifted snow. Gusty, erratic winds on Thursday deposited fresh drifts on all aspects. They're getting harder to trigger but remain on the lookout for unstable wind slabs on the leeward sides of ridge crests and terrain features such as gully walls, sub-ridges, and rocky outcrops. Fresh drifts are recognizable by their smooth rounded appearance and they may sound hollow underneath."
March,19,2022,"The avalanche danger is MODERATE but the possibility of triggering a deadly avalanche 2'-3' deep on a buried persistent weak layer remains very real. This weak layer is present on all slopes facing W-N-E. These avalanches can be triggered at all elevations but areas of heightened concern are on steep, northerly facing slopes right around treeline. Evaluate snow and terrain carefully and identify features of concern. 
A MODERATE danger also exists for human triggered avalanches involving recent deposits of wind drifted snow. Gusty, erratic winds on Thursday deposited fresh drifts on all aspects. They'll be less sensitive today but be on the lookout for unstable wind slabs on the leeward sides of ridge crests and terrain features such as gully walls, sub-ridges, and rocky outcrops. Fresh drifts are recognizable by their smooth rounded appearance and they may sound hollow underneath. 
And finally, afternoon clouds may put a damper on things but with warming temperatures today, you'll need to be on the lookout for loose wet avalanche activity on sun exposed slopes facing the south side of the compass. Signs of instability include rollerballs, pinwheels, and sloppy wet snow."
March,18,2022,"The avalanche danger is MODERATE but the possibility of triggering a deadly avalanche 2'-3' deep on a buried persistent weak layer remains very real. This weak layer is present on all slopes facing W-N-E. These avalanches can be triggered at all elevations but areas of heightened concern are on steep, northerly facing slopes right around treeline. Evaluate snow and terrain carefully and identify features of concern. 
A MODERATE danger also exists for human triggered avalanches involving recent deposits of wind drifted snow. Gusty, erratic winds yesterday deposited fresh drifts on all aspects. They'll be less sensitive today but be on the lookout for unstable wind slabs on the leeward sides of ridge crests and terrain features such as gully walls, sub-ridges, and rocky outcrops. Fresh drifts are recognizable by their smooth rounded appearance and they may sound hollow underneath."
March,17,2022,"The avalanche danger is MODERATE but the possibility of triggering a deadly avalanche 2'-3' deep on a buried persistent weak layer remains very real. This weak layer is present on all slopes facing W-N-E. These avalanches can be triggered at all elevations but areas of heightened concern are on steep, northerly facing slopes right around treeline. Evaluate snow and terrain carefully and identify features of concern."
March,16,2022,There is a MODERATE avalanche danger on steep slopes facing W-NW-N-NE-E and human triggered avalanches failing on a buried persistent weak layer over 2 feet deep are POSSIBLE. These avalanches are a very real possibility. These are tricky avalanche conditions and it is important to evaluate each slope carefully for safe backcounty travel today.
March,14,2022,Areas of CONSIDERABLE avalanche danger remain on steep slopes facing NW-N-NE-E and human triggered avalanches failing on a buried persistent weak layer 2-3 feet deep are likely. It's not yet time to go big down here so keep your aspirations low if you are planning a trip to the La Sals. A MODERATE danger for triggering this type of avalanche exists on W facing slopes. Most S facing terrain has LOW danger but as the sun warms things up today be alert to signs of loose wet instability such as rollerballs or pinwheels and get off of steep slopes if they become wet and sloppy.
March,13,2022,The avalanche danger remains CONSIDERABLE on steep slopes facing NW-N-NE-E and human triggered avalanches failing on a buried persistent weak layer 2-3 feet deep are likely. It's not yet time to go big down here so keep your aspirations low if you are planning a trip to the La Sals. A MODERATE danger for triggering this type of avalanche exists on W facing slopes. Most S facing terrain has LOW danger.
March,12,2022,"UNUSUAL AND DANGEROUS AVALANCHE CONDITIONS PERSIST THROUGH ALL ZONES IN UTAH AND MOST OF COLORADO!
The avalanche danger remains CONSIDERABLE on steep slopes facing NW-N-NE-E and human triggered avalanches failing on a buried persistent weak layer 2-3 feet deep are likely. It's not yet time to go big down here so keep your aspirations low if you are planning a trip to the La Sals. A MODERATE danger for triggering this type of avalanche exists on W facing slopes. Most S facing terrain has LOW danger."
March,11,2022,"The avalanche danger remains CONSIDERABLE on slopes facing NW-N-NE-E. Human triggered avalanches failing on a buried persistent weak layer 2-3 feet deep are likely. This weak layer can also be found on slopes facing W, but sun and warm temperature last week have made avalanches on this weak layer less likely. A MODERATE avalanche danger exists on W facing slopes.
You will find a MODERATE danger for triggering an avalanche in wind drifted snow on all aspects above treeline.
SW-S-SE facing terrain at and below treeline offers a LOW danger."
March,10,2022,"The avalanche danger remains CONSIDERABLE on slopes facing NW-N-NE-E. Human triggered avalanches are likely failing on a buried persistent weak layer 2-3 feet below the surface. This weak layer can also be found on slopes facing W, but sun and warm temperature last week have made avalanches on this weak layer less likely. A MODERATE avalanche danger exists on W facing slopes.
You will find a MODERATE danger for triggering an avalanche in wind drifted snow on all aspects above treeline.
SW-S-SE facing terrain at and below treeline offers a LOW danger."
March,09,2022,"The avalanche danger remains CONSIDERABLE on slopes facing NW-N-NE-E. Human triggered avalanches are likely failing on a buried persistent weak layer 2-3 feet below the surface. This weak layer can also be found on slopes facing W, but sun and warm temperature last week have made avalanches on this weak layer less likely. A MODERATE avalanche danger exists on W facing slopes.
You will find a MODERATE danger for triggering an avalanche in wind drifted snow on all aspects above treeline.
SW-S-SE facing terrain at and below treeline offers a LOW danger."
March,08,2022,"The avalanche danger remains CONSIDERABLE on slopes facing NW-N-NE-E. Human triggered avalanches are likely failing on a buried persistent weak layer 2-3 feet below the surface. This weak layer can also be found on slopes facing W and SE but sun and warm temperature last week have made avalanches on this weak layer less likely. A MODERATE avalanche danger exists on these slopes.
You will find a MODERATE danger for triggering an avalanche in wind drifted snow on all aspects above treeline.
South facing terrain at and below treeline offers a LOW danger."
March,07,2022,"NEW SNOW CONTINUES TO ACCUMULATE AND CONDITIONS REMAIN DANGEROUS! 
The avalanche danger is CONSIDERABLE and human triggered avalanches 2'-3' deep are likely on all steep slopes facing NW-N-NE-E. In these areas, new and wind drifted snow has dangerously overloaded a buried persistent weak layer and all steep, northerly facing terrain should be avoided. This weak layer can also be found on slopes facing W and SE but sun and warm temperature last week have made avalanches on this weak layer less likely. A MODERATE avalanche danger exists on these slopes.
All other steep terrain has a MODERATE avalanche danger, and soft slab human triggered avalanches involving the new snow are possible. Look for signs of instability such as cracking in the snow surface and utilize test slopes to see how the snow is behaving. Consider south facing terrain without overhead, steep inclines as a safer option today."
March,06,2022,"HEADS UP, DANGEROUS AVALANCHE CONDITIONS HAVE RETURNED!
The avalanche danger is CONSIDERABLE and human triggered avalanches 2'-3' deep are likely on all steep slopes facing NW-N-NE-E. In these areas, new and wind drifted snow has dangerously overloaded a buried persistent weak layer and all steep, northerly facing terrain should be avoided. This weak layer can also be found on slopes facing W and SE but sun and warm temperature this past week have made avalanches on this weak layer less likely and a MODERATE avalanche danger exists on these slopes.
All other steep terrain has a MODERATE avalanche danger, and soft slab human triggered avalanches involving the new snow are possible. Backcountry travelers need to have excellent route finding and snow stability analysis skills out there today."
March,05,2022,"HEADS UP, DANGEROUS AVALANCHE CONDITIONS HAVE RETURNED!
The avalanche danger is CONSIDERABLE and human triggered avalanches 2'-3' deep are likely on all steep slopes facing NW-N-NE-E. In these areas, new and wind drifted snow has dangerously overloaded a buried persistent weak layer and all steep, northerly facing terrain should be avoided. This weak layer can also be found on slopes facing W and SE but sun and warm temperature this past week have made avalanches on this weak layer less likely and a MODERATE avalanche danger exists on these slopes.
All other steep terrain has a MODERATE avalanche danger, and human triggered avalanches involving the new snow are possible. Backcountry travelers need to have excellent route finding and snow stability analysis skills out there today."
March,04,2022,"The avalanche danger is MODERATE and human triggered avalanches 1'-2' deep, failing on a buried persistent weak layer of sugary, faceted snow are possible. You are most likely to encounter this problem on steep slopes facing the north half of the compass, with the highest likelihood existing right around treeline. With snow in the forecast through the weekend, expect increasing danger and a higher likelihood for triggering avalanches on this buried weak layer as new and wind drifted snow accumulate."
March,03,2022,"The avalanche danger is MODERATE but triggering an avalanche 1'-2' deep on a buried persistent weak layer of sugary, faceted snow remains a very real possibility. You are most likely to encounter this problem on steep slopes facing the north half of the compass, with the highest likelihood existing right around treeline. I'm personally not trusting steep, northerly facing terrain yet. 
As the day heats up we will again need to be on the lookout for wet avalanches and a MODERATE danger exists on all sun exposed slopes. Signs of instability include rollerballs, pinwheels, and sloppy wet snow. Stay off of and out from under steep slopes when these signs are present."
March,02,2022,"The warm sunny weather continues, and the snowpack remains dangerous. There is a slab present on a widespread weak layer of facets, and observers continue to experience frequent collapsing. The avalanche danger remains CONSIDERABLE and human triggered avalanches are likely on  slopes facing W-N-SE where this weak layer exists. 
Human triggered avalanches are possible on all other slopes and the danger is MODERATE. As the day heats up be alert to signs of wet snow instability on sun exposed slopes."
March,01,2022,"It will be a beautiful day in the mountains, but do not let your guard down. There is a slab present on a widespread weak layer of facets, and it continues to give obvious signs of instability. The avalanche danger remains CONSIDERABLE and human triggered avalanches are likely on northerly facing slopes as well as east and southeast facing ones where you are most likely to find this layer. 
Human triggered avalanches are possible on all other slopes and the danger is MODERATE."
February,28,2022,"Warm sunny weather doesn't change the situation. Last week's new snow is resting on a widespread weak layer of facets, and it continues to give obvious signs of instability. For these reasons, the avalanche danger is CONSIDERABLE on northerly facing slopes as well as east and southeast facing ones where you are most likely to find this layer which is creating dangerous avalanche conditions.
Human triggered avalanches are possible on all other slopes and the danger is MODERATE."
February,27,2022,"With a widespread weak layer under this week's new snow, conditions remain dangerous on northerly facing slopes as well as ones facing east and southeast. Avalanches up to 2-3 feet deep are likely in these areas and the avalanche danger is CONSIDERABLE. With so much new snow, human triggered avalanches remain possible on other aspects where the danger is MODERATE although the new snow is stabilizing quickly.
Don't assume that riding and skiing well below treeline is safer. In fact it is the opposite situation because the weak layer that will produce avalanches is much more widespread near and below treeline while it's existence above treeline is more pockety."
February,26,2022,"The avalanche danger remains CONSIDERABLE on steep, wind drifted slopes facing the north to southeast side of the compass and human triggered avalanches 2'-3' deep are likely in these areas. A MODERATE avalanche danger exists on all other steep slopes and human triggered avalanches remain possible. Continue to stay on your best behavior as you enjoy fresh powder and sunny skies this weekend by avoiding steep, northerly facing terrain."
February,25,2022,"Avalanche conditions remain tricky and dangerous! 
The avalanche danger is CONSIDERABLE on steep, wind drifted slopes facing the north side of the compass and human triggered avalanches are likely in these areas. A MODERATE avalanche danger exists on all other steep slopes and human triggered avalanches remain possible. Backcountry travelers need to have excellent route finding skills and know how to recognize and avoid avalanche terrain."
February,24,2022,"Avalanche conditions remain tricky and dangerous! 
The avalanche danger is CONSIDERABLE on steep, wind drifted slopes facing the north side of the compass and human triggered avalanches are likely in these areas. A MODERATE avalanche danger exists on all other steep slopes and human triggered avalanches remain possible. Backcountry travelers need to have excellent route finding skills and know how to recognize and avoid avalanche terrain."
February,23,2022,"Dangerous and tricky avalanche conditions exist!
The avalanche danger is CONSIDERABLE and human triggered avalanches are likely on steep slopes near and above treeline that face the north half of the compass. New and wind drifted snow is piling up on a variety of old and weak snow surfaces and a variety of avalanche problems exist. Backcountry travelers need to have excellent route finding and snow stability analysis skills. The danger is generally MODERATE on steep slopes facing the south side of the compass."
February,22,2022,"Heads up, increasing avalanche danger over the next 24 hours!
The avalanche danger is MODERATE this morning but could reach CONSIDERABLE later today. New and wind drifted snow is beginning to pile up on a variety of old and weak snow surfaces. Backcountry travelers need to be alert to changing conditions today. Be suspicious of steep slopes that have more than about 6"" of new snow and avoid steep slopes with fresh deposits of wind drifted snow."
February,21,2022,"Snow and changing avalanche conditions on the horizon!
The avalanche danger remains LOW on all aspects and elevations. Unstable areas of wind drifted snow may exist on isolated terrain features in upper elevation, wind exposed terrain. Anticipate steadily increasing danger over the next several days."
February,20,2022,"Snow and changing avalanche conditions on the horizon!
The avalanche danger remains LOW on all aspects and elevations. Unstable areas of wind drifted snow may exist on isolated terrain features in upper elevation, wind exposed terrain."
February,19,2022,"The avalanche danger remains LOW on all aspects and elevations. Unstable areas of wind drifted snow may exist on isolated terrain features in upper elevation, wind exposed terrain."
February,18,2022,"The avalanche danger remains LOW on all aspects and elevations. Unstable areas of wind drifted snow may exist on isolated terrain features in upper elevation, wind exposed terrain."
February,17,2022,"New snow amounts have not affected the avalanche conditions much and the danger remains LOW on all aspects and elevations. Unstable areas of wind drifted snow may exist on isolated terrain features in upper elevation, wind exposed terrain."
February,16,2022,"New snow amounts will not affect avalanche conditions and the  danger remains LOW on all aspects and elevations. 
Hard snow conditions exist and dangerous ""slides for life"" are possible. Be mindful of your exposure on steep slopes with firm snow, and consider carrying a tool for self arrest in the high country."
February,14,2022,"The avalanche danger is LOW on all aspects and elevations and generally stable snow conditions exist. Watch for areas of unstable snow on isolated terrain features. Higher consequence terrain increases your risk where even a small slide could carry you through rocks or over a cliff. 
Hard snow conditions exist and dangerous ""slides for life"" are possible. Be mindful of your exposure on steep slopes with firm snow, and consider carrying a tool for self arrest in the high country."
February,13,2022,"The avalanche danger is LOW on all aspects and elevations and generally stable snow conditions exist. Watch for areas of unstable snow on isolated terrain features. Higher consequence terrain increases your risk where even a small slide could carry you through rocks or over a cliff. 
Hard snow conditions exist and dangerous ""slides for life"" are possible. Be mindful of your exposure on steep slopes with firm snow, and consider carrying a tool for self arrest in the high country."
